PanelID,Type,Life,Burn-in,Long-termDegradation,Burn-inPeakSunHours,Cost,PowerDensity,EnergyEfficiency
338,0xe9bd20,10.0,0.02,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
339,0xa760fd,11.0,0.02,0.02,500.0,0.245,225.38027799999998,0.22997987551020405
340,0x1a55e8,20.0,0.02,0.01,500.0,0.245,196.0,0.2
341,0x772ec5,30.0,0.02,0.02,500.0,0.245,196.0,0.2
342,0x7a4ce9,20.0,0.1,0.01,500.0,0.245,196.0,0.2
343,0xb7c1ed,20.0,0.1,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
344,0x33fb69,30.0,0.02,0.01,500.0,0.245,196.0,0.2
345,0x5fa7e5,20.0,0.11,0.01,500.0,0.245,196.0,0.2
346,0x738b3a,30.0,0.02,0.01,10.0,0.245,225.38027799999998,0.22997987551020405
347,0x252f67,10.0,0.02,0.02,500.0,0.245,196.0,0.2
348,0xa7c877,25.0,0.02,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
349,0x1615f8,30.0,0.02,0.01,500.0,0.245,184.4020456,0.18816535265306122
350,0x7774cb,18.0,0.02,0.01,500.0,0.245,196.0,0.2
351,0xca008c,20.0,0.02,0.01,500.0,0.245,204.8911618,0.2090726140816326
352,0xc799c7,10.0,0.02,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
353,0xc6564f,20.0,0.11,0.01,500.0,0.245,196.0,0.2
354,0x164908,20.0,0.02,0.01,10.0,0.245,196.0,0.2
355,0x71b9f6,11.0,0.02,0.02,500.0,0.245,196.0,0.2
356,0xf5849e,20.0,0.06,0.01,500.0,0.245,204.8911618,0.2090726140816326
357,0x624de2,20.0,0.06,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
358,0xe4bbae,20.0,0.18,0.01,500.0,0.245,196.0,0.2
359,0xa0ab9,27.5,0.05,0.01,500.0,0.245,204.8911618,0.2090726140816326
360,0x4fd3f9,20.0,0.05,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
361,0xcd551f,20.0,0.1,0.01,500.0,0.245,204.8911618,0.2090726140816326
362,0x881531,27.5,0.02,0.01,500.0,0.245,196.0,0.2
363,0xf2a862,20.0,0.1,0.01,500.0,0.245,196.0,0.2
364,0xa53e1f,11.0,0.02,0.01,500.0,0.245,184.4020456,0.18816535265306122
365,0x84136b,11.0,0.05,0.01,500.0,0.245,196.0,0.2
366,0xfb5a54,25.0,0.02,0.01,500.0,0.245,196.0,0.2
367,0x3b0a75,20.0,0.02,0.01,500.0,0.245,196.0,0.2
368,0x9c4a3d,30.0,0.02,0.02,500.0,0.245,196.0,0.2
369,0x538365,20.0,0.05,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
370,0x1ebbbe,30.0,0.02,0.02,500.0,0.245,225.38027799999998,0.22997987551020405
371,0x6add84,10.0,0.05,0.02,500.0,0.245,225.38027799999998,0.22997987551020405
372,0x7a5779,20.0,0.02,0.02,500.0,0.245,196.0,0.2
373,0xcf93e6,10.0,0.02,0.01,500.0,0.245,196.0,0.2
374,0x3737a2,25.0,0.1,0.01,500.0,0.245,184.4020456,0.18816535265306122
375,0xdc31af,11.0,0.02,0.01,10.0,0.245,225.38027799999998,0.22997987551020405
376,0x49de2f,25.0,0.02,0.01,500.0,0.245,196.0,0.2
377,0x9c2408,30.0,0.02,0.01,500.0,0.245,184.4020456,0.18816535265306122
378,0x349457,20.0,0.2,0.01,500.0,0.245,196.0,0.2
379,0x255f46,11.0,0.02,0.01,500.0,0.245,184.4020456,0.18816535265306122
380,0x5007aa,25.0,0.02,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
381,0x7c41d2,20.0,0.02,0.02,10.0,0.245,196.0,0.2
382,0xbc82ea,20.0,0.02,0.01,500.0,0.245,196.0,0.2
383,0xddae7f,20.0,0.02,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
384,0x4e2e01,27.5,0.02,0.01,500.0,0.245,196.0,0.2
385,0x8e678c,30.0,0.02,0.01,10.0,0.245,225.38027799999998,0.22997987551020405
386,0x41ed45,25.0,0.05,0.02,500.0,0.245,196.0,0.2
387,0xf53fb2,25.0,0.02,0.01,10.0,0.245,196.0,0.2
388,0xca36ff,10.0,0.02,0.01,500.0,0.245,204.8911618,0.2090726140816326
389,0x52ca03,10.0,0.1,0.01,500.0,0.245,204.8911618,0.2090726140816326
390,0x13bf25,10.0,0.05,0.01,500.0,0.245,204.8911618,0.2090726140816326
391,0x219a7f,20.0,0.05,0.01,500.0,0.245,196.0,0.2
392,0x622944,30.0,0.02,0.01,500.0,0.245,204.8911618,0.2090726140816326
393,0x3de2ec,20.0,0.1,0.01,500.0,0.245,184.4020456,0.18816535265306122
394,0x80d8fd,20.0,0.1,0.02,500.0,0.245,204.8911618,0.2090726140816326
395,0xca1ac2,20.0,0.1,0.02,500.0,0.245,225.38027799999998,0.22997987551020405
396,0x7f689e,10.0,0.02,0.01,500.0,0.245,196.0,0.2
397,0xa0c4f1,25.0,0.11,0.01,500.0,0.245,196.0,0.2
398,0xfe387,20.0,0.1,0.01,10.0,0.245,225.38027799999998,0.22997987551020405
399,0x37efe0,20.0,0.2,0.02,500.0,0.245,196.0,0.2
400,0x129725,20.0,0.05,0.01,500.0,0.245,196.0,0.2
401,0xa071c,10.0,0.2881144518541044,0.01,500.0,0.245,204.8911618,0.2090726140816326
402,0x2da267,20.0,0.02,0.02,500.0,0.245,196.0,0.2
403,0xd049fc,20.0,0.1,0.02,500.0,0.245,196.0,0.2
404,0x975ff0,20.0,0.05,0.01,500.0,0.245,196.0,0.2
405,0xe3d483,20.0,0.02,0.01,500.0,0.245,196.0,0.2
406,0xb251c1,20.0,0.02,0.01,500.0,0.245,204.8911618,0.2090726140816326
407,0xc53e38,30.0,0.02,0.01,500.0,0.245,204.8911618,0.2090726140816326
408,0x154b0d,20.0,0.02,0.01,500.0,0.245,196.0,0.2
409,0x2643b1,20.0,0.02,0.01,500.0,0.245,196.0,0.2
410,0x6c8b8f,30.0,0.02,0.01,10.0,0.245,204.8911618,0.2090726140816326
411,0xfac463,20.0,0.02,0.01,10.0,0.245,196.0,0.2
412,0xa1177f,27.5,0.02,0.01,10.0,0.245,204.8911618,0.2090726140816326
413,0xb7ed2f,10.0,0.05,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
414,0xcd0fd4,11.0,0.02,0.02,500.0,0.245,204.8911618,0.2090726140816326
415,0x1dcf1,20.0,0.1,0.01,500.0,0.245,204.8911618,0.2090726140816326
416,0x13a41a,18.0,0.02,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
417,0x1ff4b3,20.0,0.02,0.02,500.0,0.245,196.0,0.2
418,0x141b7d,33.0,0.02,0.02,500.0,0.245,225.38027799999998,0.22997987551020405
419,0xff2130,27.5,0.02,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
420,0x74de59,10.0,0.1,0.01,500.0,0.245,204.8911618,0.2090726140816326
421,0xc5f575,20.0,0.11,0.02,500.0,0.245,196.0,0.2
422,0xbeabc1,20.0,0.05,0.01,500.0,0.245,204.8911618,0.2090726140816326
423,0x2a78d1,20.0,0.05,0.01,500.0,0.245,184.4020456,0.18816535265306122
424,0x8d7d48,10.0,0.1,0.01,10.0,0.245,225.38027799999998,0.22997987551020405
425,0xd00abb,20.0,0.05,0.02,500.0,0.245,225.38027799999998,0.22997987551020405
426,0x76a3e9,10.0,0.02,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
427,0x83dbb9,10.0,0.1,0.01,500.0,0.245,196.0,0.2
428,0xac229a,10.0,0.05,0.01,500.0,0.245,204.8911618,0.2090726140816326
429,0x809f33,11.0,0.02,0.01,500.0,0.245,196.0,0.2
430,0x3eb6d0,10.0,0.1,0.01,500.0,0.245,196.0,0.2
431,0x4dac39,10.0,0.02,0.01,500.0,0.245,204.8911618,0.2090726140816326
432,0x4ba0c9,25.0,0.11,0.01,500.0,0.245,184.4020456,0.18816535265306122
433,0xd9735,20.0,0.05,0.01,10.0,0.245,204.8911618,0.2090726140816326
434,0x4d34f3,20.0,0.02,0.01,500.0,0.245,196.0,0.2
435,0x61dcec,20.0,0.02,0.01,500.0,0.245,196.0,0.2
436,0x95ea3,10.0,0.02,0.01,500.0,0.245,204.8911618,0.2090726140816326
437,0xedddbb,10.0,0.05,0.02,500.0,0.245,196.0,0.2
438,0x7e2948,10.0,0.02,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
439,0x68ad08,9.0,0.05,0.01,10.0,0.245,225.38027799999998,0.22997987551020405
440,0x1ac773,20.0,0.06,0.01,500.0,0.245,204.8911618,0.2090726140816326
441,0xea1e06,10.0,0.02,0.01,10.0,0.245,225.38027799999998,0.22997987551020405
442,0xc89b6a,11.0,0.05,0.01,500.0,0.245,204.8911618,0.2090726140816326
443,0x55bbec,33.0,0.02,0.01,500.0,0.245,196.0,0.2
444,0x58d4b8,30.0,0.02,0.01,500.0,0.245,184.4020456,0.18816535265306122
445,0xa89d8b,25.0,0.02,0.02,500.0,0.245,196.0,0.2
446,0x78882c,10.0,0.02,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
447,0xef5f8d,20.0,0.1,0.01,10.0,0.245,225.38027799999998,0.22997987551020405
448,0xdc5782,10.0,0.02,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
449,0x14bc97,20.0,0.1,0.01,500.0,0.245,184.4020456,0.18816535265306122
450,0xc4c0b7,20.0,0.1,0.01,500.0,0.245,196.0,0.2
451,0x3cd3ae,10.0,0.02,0.01,500.0,0.245,196.0,0.2
452,0xcd6ba7,10.0,0.02,0.02,500.0,0.245,204.8911618,0.2090726140816326
453,0xd63454,27.5,0.02,0.01,500.0,0.245,196.0,0.2
454,0xa031d2,20.0,0.11,0.01,500.0,0.245,196.0,0.2
455,0xc5233d,20.0,0.1,0.02,500.0,0.245,196.0,0.2
456,0xe9ba3c,30.0,0.02,0.01,500.0,0.245,196.0,0.2
457,0xdde228,25.0,0.02,0.01,500.0,0.245,196.0,0.2
458,0xfe7917,11.0,0.02,0.01,500.0,0.245,196.0,0.2
459,0x2f586e,20.0,0.1,0.02,500.0,0.245,204.8911618,0.2090726140816326
460,0xa26ad5,20.0,0.05,0.01,10.0,0.245,196.0,0.2
461,0x8f6db9,20.0,0.02,0.01,500.0,0.245,196.0,0.2
462,0x55ab8f,20.0,0.1,0.02,500.0,0.245,225.38027799999998,0.22997987551020405
463,0x8f49e8,20.0,0.1,0.01,500.0,0.245,196.0,0.2
464,0x99224a,18.0,0.02,0.01,500.0,0.245,196.0,0.2
465,0x40db53,22.0,0.05,0.01,500.0,0.245,204.8911618,0.2090726140816326
466,0xe34e55,30.0,0.02,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
467,0xd574a5,11.0,0.02,0.01,500.0,0.245,204.8911618,0.2090726140816326
468,0x7cae02,30.0,0.1,0.01,500.0,0.245,196.0,0.2
469,0x7d26e3,11.0,0.05,0.01,500.0,0.245,196.0,0.2
470,0x5ceb2b,10.0,0.02,0.02,500.0,0.245,204.8911618,0.2090726140816326
471,0x710b7d,20.0,0.1,0.02,500.0,0.245,196.0,0.2
472,0xa724d7,20.0,0.1,0.01,500.0,0.245,204.8911618,0.2090726140816326
473,0x9f7eda,9.0,0.02,0.01,500.0,0.245,196.0,0.2
474,0x189d39,20.0,0.05,0.02,500.0,0.245,225.38027799999998,0.22997987551020405
475,0x3a11d0,10.0,0.05,0.01,500.0,0.245,196.0,0.2
476,0x440d1f,20.0,0.11,0.02,500.0,0.245,184.4020456,0.18816535265306122
477,0x386eb2,20.0,0.02,0.01,500.0,0.245,204.8911618,0.2090726140816326
478,0xd88f75,30.0,0.02,0.01,10.0,0.245,196.0,0.2
479,0xd9efc7,20.0,0.11,0.01,500.0,0.245,196.0,0.2
480,0xf30ac0,20.0,0.06,0.01,500.0,0.245,196.0,0.2
481,0xad7d47,20.0,0.1,0.01,500.0,0.245,204.8911618,0.2090726140816326
482,0x1e2184,20.0,0.02,0.02,500.0,0.245,225.38027799999998,0.22997987551020405
483,0x67e2fc,10.0,0.02,0.01,500.0,0.245,204.8911618,0.2090726140816326
484,0x8e20ad,33.0,0.05,0.01,500.0,0.245,196.0,0.2
485,0x83c527,20.0,0.05,0.01,500.0,0.245,204.8911618,0.2090726140816326
486,0x277055,20.0,0.1,0.02,500.0,0.245,204.8911618,0.2090726140816326
487,0xa54844,20.0,0.05,0.01,500.0,0.245,196.0,0.2
488,0x2ac61,10.0,0.02,0.01,500.0,0.245,204.8911618,0.2090726140816326
489,0x58398a,11.0,0.02,0.02,500.0,0.245,225.38027799999998,0.22997987551020405
490,0x3b803f,20.0,0.1,0.02,500.0,0.245,204.8911618,0.2090726140816326
491,0x7ee1cc,10.0,0.1,0.01,500.0,0.245,196.0,0.2
492,0xa1f1fb,27.5,0.02,0.01,500.0,0.245,196.0,0.2
493,0xd2e5d4,20.0,0.02,0.02,500.0,0.245,225.38027799999998,0.22997987551020405
494,0x96a57c,20.0,0.02,0.01,500.0,0.245,196.0,0.2
495,0xafd69,20.0,0.2,0.02,500.0,0.245,225.38027799999998,0.22997987551020405
496,0x65792a,30.0,0.1,0.02,500.0,0.245,196.0,0.2
497,0xb793b9,25.0,0.02,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
498,0xba58f9,30.0,0.02,0.01,500.0,0.245,204.8911618,0.2090726140816326
499,0x827b5a,30.0,0.02,0.01,500.0,0.245,204.8911618,0.2090726140816326
500,0x27cc11,11.0,0.05,0.01,500.0,0.245,196.0,0.2
